prev_pid,prev_name,prev_vruntime,prev_sum_exec_runtime,next_pid,next_name,next_vruntime,next_sum_exec_runtime
10671,spy,6392012355,11536,10682,spy,6392010501,8374

10682,spy,6392012424,10297,10672,spy,6392010663,7559

10672,spy,6392012588,9484,10674,spy,6392010693,9766

10674,spy,6392012765,11838,10686,spy,6392010729,8560

10686,spy,6392012629,10460,10678,spy,6392010745,8615

10678,spy,6392012823,10693,10660,spy,6392010859,11049

10660,spy,6392013034,13224,10684,spy,6392010923,8694

10684,spy,6392013041,10812,10680,spy,6392010929,8810

10680,spy,6392012980,10861,10676,spy,6392011105,9234

10676,spy,6392013794,11923,10683,spy,6392011407,9123

10683,spy,6392013357,11073,10679,spy,6392011664,9487

10679,spy,6392013705,11528,10670,spy,6392013185,13103

10670,spy,6392015070,14988,10673,spy,6392013277,11089

10673,spy,6392015372,13184,10666,spy,6392015137,15607

10666,spy,6392037596,38066,10665,spy,6392015406,15343

