prev_pid,prev_name,prev_vruntime,prev_sum_exec_runtime,next_pid,next_name,next_vruntime,next_sum_exec_runtime
867,in:imklog,641379956,1327860229,0,swapper/2,0,0

0,swapper/2,0,0,867,in:imklog,641379956,1327860229

867,in:imklog,641423976,1327904249,0,swapper/2,0,0

868,rs:main Q:Reg,597670731,1358299131,0,swapper/1,0,0

199,systemd-journal,2243976440,6068686350,0,swapper/0,0,0

0,swapper/3,0,0,11088,cc1,1829603271,71779943

0,swapper/0,0,0,132,kworker/0:1H,744596520417,1528074704

132,kworker/0:1H,744596520732,1528102014,0,swapper/0,0,0

0,swapper/0,0,0,199,systemd-journal,2243976440,6068686350

0,swapper/2,0,0,867,in:imklog,641423976,1327904249

0,swapper/1,0,0,7,rcu_sched,1263768348574,9977103571

7,rcu_sched,1263768368660,9977123657,0,swapper/1,0,0

0,swapper/1,0,0,868,rs:main Q:Reg,597670731,1358299131

867,in:imklog,641508604,1327988877,0,swapper/2,0,0

0,swapper/2,0,0,867,in:imklog,641508604,1327988877

867,in:imklog,641557646,1328037919,0,swapper/2,0,0

